epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,5400.24,1.04148,0.80658,0.01615,0.84937,0.80885,0.86593,0.62074,1.01691,0.62365,0.0251,0.000953,0.000953,0.000953
26,5608.02,1.01135,0.79043,0.01556,0.86198,0.80148,0.86926,0.62988,1.00405,0.57715,0.02428,0.000940625,0.000940625,0.000940625
27,5813.35,1.01164,0.77995,0.01553,0.86589,0.82547,0.88302,0.62737,1.01369,0.59896,0.02411,0.00092825,0.00092825,0.00092825
28,6016.94,1.03615,0.76922,0.01547,0.89175,0.81904,0.88978,0.65186,0.96474,0.54661,0.02311,0.000915875,0.000915875,0.000915875
29,6221.2,1.01694,0.77991,0.01565,0.83969,0.8387,0.88005,0.64667,0.96887,0.58134,0.02274,0.0009035,0.0009035,0.0009035
30,6424.96,1.01517,0.7539,0.01554,0.9011,0.81139,0.87926,0.64479,0.99234,0.54752,0.0232,0.000891125,0.000891125,0.000891125
31,6630.55,0.98368,0.70723,0.01506,0.90313,0.81444,0.88623,0.65188,0.97191,0.58515,0.0231,0.00087875,0.00087875,0.00087875
32,6844.92,0.98205,0.76242,0.01501,0.87613,0.84823,0.89514,0.65016,0.98776,0.56384,0.02342,0.000866375,0.000866375,0.000866375
33,7052.52,0.98731,0.74405,0.01516,0.90659,0.81128,0.89048,0.65364,0.96151,0.53138,0.02208,0.000854,0.000854,0.000854
34,7259.35,0.9763,0.71225,0.01473,0.90216,0.83591,0.90031,0.65605,0.99004,0.52696,0.02319,0.000841625,0.000841625,0.000841625
35,7466.16,0.97925,0.72092,0.01492,0.89631,0.83832,0.89671,0.66524,0.96629,0.52306,0.0224,0.00082925,0.00082925,0.00082925
36,7673.79,0.97985,0.69576,0.01512,0.91333,0.85185,0.91125,0.67088,0.93539,0.49349,0.02151,0.000816875,0.000816875,0.000816875
37,7883.15,0.96453,0.69855,0.01474,0.88709,0.84334,0.89977,0.66387,0.95704,0.50892,0.02273,0.0008045,0.0008045,0.0008045
38,8098.47,0.95704,0.70905,0.01457,0.91898,0.8196,0.89966,0.67392,0.93229,0.50851,0.02184,0.000792125,0.000792125,0.000792125
39,8306.1,0.93574,0.66825,0.01432,0.90868,0.8354,0.89855,0.66797,0.93168,0.52524,0.02145,0.00077975,0.00077975,0.00077975
40,8510.53,0.92376,0.65372,0.01397,0.9144,0.8634,0.91205,0.6731,0.94624,0.4962,0.02226,0.000767375,0.000767375,0.000767375
41,8716.54,0.94008,0.64909,0.01407,0.91205,0.85909,0.91731,0.68647,0.92376,0.46452,0.02144,0.000755,0.000755,0.000755
42,8922.98,0.91921,0.63969,0.01398,0.91183,0.85843,0.91048,0.68944,0.90922,0.48094,0.02055,0.000742625,0.000742625,0.000742625
43,9135.2,0.90387,0.62687,0.01363,0.91179,0.83408,0.89753,0.68359,0.91173,0.49694,0.02104,0.00073025,0.00073025,0.00073025
44,9346.06,0.89919,0.63018,0.01358,0.90122,0.85327,0.89958,0.68011,0.91217,0.49538,0.02073,0.000717875,0.000717875,0.000717875
45,9552.07,0.90798,0.61845,0.01344,0.89019,0.87042,0.91011,0.69385,0.89573,0.4705,0.02042,0.0007055,0.0007055,0.0007055
46,9758.62,0.87851,0.58805,0.01321,0.91082,0.82251,0.90318,0.68649,0.89708,0.50481,0.0205,0.000693125,0.000693125,0.000693125
47,9965.95,0.88232,0.59513,0.01293,0.90984,0.84894,0.91399,0.69022,0.94041,0.48096,0.02161,0.00068075,0.00068075,0.00068075
48,10174.5,0.8747,0.59659,0.01321,0.90414,0.86135,0.91327,0.69153,0.92027,0.46506,0.02139,0.000668375,0.000668375,0.000668375
49,10390.2,0.88642,0.59958,0.01361,0.90009,0.87489,0.91073,0.68567,0.93413,0.47563,0.0221,0.000656,0.000656,0.000656
50,10604.7,0.87019,0.57459,0.01306,0.92033,0.873,0.91824,0.70754,0.87756,0.45177,0.0199,0.000643625,0.000643625,0.000643625
51,10810.4,0.86562,0.58935,0.01296,0.93221,0.85744,0.91456,0.70204,0.87063,0.47909,0.01955,0.00063125,0.00063125,0.00063125
52,11015.7,0.86775,0.56752,0.01291,0.91767,0.88184,0.92303,0.70446,0.89254,0.44909,0.0205,0.000618875,0.000618875,0.000618875
53,11219.8,0.8421,0.57204,0.01266,0.92022,0.85733,0.9141,0.70259,0.87366,0.46928,0.01995,0.0006065,0.0006065,0.0006065
54,11432.2,0.83556,0.54502,0.01255,0.91632,0.86947,0.9177,0.71013,0.87125,0.43737,0.01976,0.000594125,0.000594125,0.000594125
55,11647.8,0.83382,0.54615,0.0122,0.90903,0.88073,0.92631,0.71235,0.87325,0.44212,0.01984,0.00058175,0.00058175,0.00058175
56,11854.3,0.81976,0.547,0.01203,0.89861,0.87599,0.9183,0.69998,0.89039,0.46079,0.02076,0.000569375,0.000569375,0.000569375
57,12061.1,0.80891,0.53477,0.01197,0.91406,0.87211,0.92039,0.70461,0.88513,0.43757,0.02055,0.000557,0.000557,0.000557
