113.85574340820312,85.04991912841797,180,106
86.84825134277344,127.58088684082031,180,84
75.16073608398438,137.62646484375,174,86
95.59170532226562,92.61537170410156,178,102
111.03990173339844,52.31945037841797,178,118
98.39855194091797,39.708740234375,178,120
92.38311004638672,130.6031951904297,172,92
90.42337799072266,142.38522338867188,170,84
138.55740356445312,144.40451049804688,156,88
141.23385620117188,131.97775268554688,160,96
137.46578979492188,99.78472137451172,164,106
112.32943725585938,35.3011474609375,168,124
123.89349365234375,71.60222625732422,168,112
120.93216705322266,111.14732360839844,166,102
113.63978576660156,143.63772583007812,164,90
163.06692504882812,143.4971160888672,150,92
165.392333984375,120.67434692382812,152,102
165.61859130859375,78.82235717773438,156,112
164.827392578125,48.511322021484375,160,122
157.8531494140625,33.2554931640625,168,126
204.262939453125,38.727752685546875,152,130
204.45001220703125,47.94544219970703,146,126
205.41714477539062,72.72718811035156,140,120
207.146484375,96.36048889160156,138,112
206.66995239257812,123.25881958007812,136,100
210.67974853515625,144.23379516601562,134,98
241.13015747070312,138.0449676513672,126,96
246.29898071289062,104.1820068359375,126,110
247.6612548828125,70.9178695678711,128,122
250.87960815429688,43.32589340209961,130,130
246.16372680664062,30.727867126464844,134,136
278.216064453125,32.7759895324707,116,136
284.6112365722656,44.13861846923828,116,134
282.5618896484375,76.8245620727539,112,120
278.4881591796875,104.45292663574219,110,114
283.275390625,122.10821533203125,110,104
291.3973388671875,146.9424285888672,106,96
307.86175537109375,151.37814331054688,100,94
318.7440490722656,114.50245666503906,94,108
319.57135009765625,79.15837860107422,96,122
320.28497314453125,48.968360900878906,96,130
321.45947265625,32.502586364746094,96,136
319.6139221191406,24.02153778076172,96,142
360.8447570800781,35.57115173339844,76,132
360.287353515625,62.96244812011719,80,124
354.7002868652344,92.7274398803711,84,116
345.68975830078125,118.83775329589844,88,106
338.63336181640625,136.8654327392578,90,100
327.3382568359375,149.97080993652344,94,96
345.0548095703125,149.15110778808594,86,94
345.4722595214844,130.5694122314453,86,104
349.141357421875,105.33714294433594,84,112
356.9690856933594,79.44500732421875,80,120
360.7537841796875,33.66004180908203,78,132
364.22027587890625,28.236881256103516,76,134
373.156982421875,26.50855255126953,72,138
371.185791015625,48.52210998535156,72,130
369.1256103515625,70.08699035644531,70,126
